claim_id,tier,outcome,turnaround_hours
CLM-003289,Green,Auto-approved,1.8
CLM-003290,Amber,Human review,45.6
CLM-003291,Amber,Human review,67.4
CLM-003292,Amber,Human review,40.8
CLM-003293,Green,Auto-approved,2.3
CLM-003294,Amber,Human review,69.5
CLM-003295,Red,SIU referral,290.2
CLM-003296,Green,Auto-approved,3.1
CLM-003297,Green,Auto-approved,3.0
CLM-003298,Amber,Human review,89.3
CLM-003299,Green,Auto-approved,1.3
CLM-003300,Amber,Human review,53.2
CLM-003301,Amber,Human review,30.9
CLM-003302,Green,Auto-approved,0.9
CLM-003303,Amber,Human review,29.7
CLM-003304,Amber,Human review,42.2
CLM-003305,Amber,Human review,94.8
CLM-003306,Amber,Human review,84.9
CLM-003307,Amber,Human review,58.1
CLM-003308,Green,Auto-approved,3.0
CLM-003309,Amber,Human review,78.9
CLM-003310,Amber,Human review,43.4
CLM-003311,Amber,Human review,57.9
CLM-003312,Red,SIU referral,259.8
CLM-003313,Amber,Human review,46.7
CLM-003314,Amber,Human review,68.3
CLM-003315,Amber,Human review,73.9
CLM-003316,Amber,Human review,39.2
CLM-003317,Green,Auto-approved,3.0
CLM-003318,Green,Auto-approved,2.3
CLM-003319,Amber,Human review,65.3
CLM-003320,Amber,Human review,91.3
CLM-003321,Amber,Human review,52.0
CLM-003322,Green,Auto-approved,3.7
CLM-003323,Amber,Human review,66.1
CLM-003324,Amber,Human review,86.1
CLM-003325,Amber,Human review,81.5
CLM-003326,Green,Auto-approved,1.5
CLM-003327,Green,Auto-approved,1.3
CLM-003328,Green,Auto-approved,2.3
CLM-003329,Amber,Human review,91.4
CLM-003330,Red,SIU referral,110.9
CLM-003331,Amber,Human review,36.5
CLM-003332,Amber,Human review,66.2
CLM-003333,Red,SIU referral,133.4
CLM-003334,Amber,Human review,84.7
CLM-003335,Amber,Human review,58.0
CLM-003336,Amber,Human review,91.1
CLM-003337,Green,Auto-approved,1.1
CLM-003338,Green,Auto-approved,1.6
CLM-003339,Green,Auto-approved,1.6
CLM-003340,Amber,Human review,42.5
CLM-003341,Amber,Human review,50.1
CLM-003342,Green,Auto-approved,2.9
CLM-003343,Green,Auto-approved,3.1
CLM-003344,Green,Auto-approved,3.2
CLM-003345,Green,Auto-approved,3.1
CLM-003346,Green,Auto-approved,0.6
CLM-003347,Amber,Human review,73.7
CLM-003348,Amber,Human review,94.5
CLM-003349,Amber,Human review,38.3
CLM-003350,Amber,Human review,87.0
CLM-003351,Green,Auto-approved,3.8
CLM-003352,Amber,Human review,71.0
CLM-003353,Green,Auto-approved,1.2
CLM-003354,Green,Auto-approved,1.2
CLM-003355,Amber,Human review,81.4
CLM-003356,Red,SIU referral,212.9
CLM-003357,Red,SIU referral,101.0
CLM-003358,Green,Auto-approved,2.7
CLM-003359,Amber,Human review,71.6
CLM-003360,Green,Auto-approved,3.0
CLM-003361,Green,Auto-approved,3.6
CLM-003362,Amber,Human review,39.5
CLM-003363,Amber,Human review,71.0
CLM-003364,Amber,Human review,73.1
CLM-003365,Amber,Human review,40.4
CLM-003366,Green,Auto-approved,2.9
CLM-003367,Amber,Human review,62.3
CLM-003368,Amber,Human review,92.7
CLM-003369,Green,Auto-approved,3.3
CLM-003370,Green,Auto-approved,2.1
CLM-003371,Amber,Human review,35.8
CLM-003372,Green,Auto-approved,1.4
CLM-003373,Amber,Human review,58.3
CLM-003374,Green,Auto-approved,1.9
CLM-003375,Amber,Human review,60.4
CLM-003376,Amber,Human review,45.7
CLM-003377,Amber,Human review,84.4
CLM-003378,Red,SIU referral,254.5
CLM-003379,Green,Auto-approved,2.5
CLM-003380,Amber,Human review,66.4
CLM-003381,Amber,Human review,58.7
CLM-003382,Green,Auto-approved,3.4
CLM-003383,Amber,Human review,79.9
CLM-003384,Green,Auto-approved,2.7
CLM-003385,Green,Auto-approved,3.4
CLM-003386,Green,Auto-approved,0.7
CLM-003387,Green,Auto-approved,3.3
CLM-003388,Red,SIU referral,124.1
CLM-003389,Green,Auto-approved,1.8
CLM-003390,Amber,Human review,42.7
CLM-003391,Green,Auto-approved,3.8
CLM-003392,Amber,Human review,90.4
CLM-003393,Red,SIU referral,252.8
CLM-003394,Green,Auto-approved,0.9
CLM-003395,Amber,Human review,44.1
CLM-003396,Amber,Human review,91.7
CLM-003397,Amber,Human review,68.7
CLM-003398,Amber,Human review,31.0
CLM-003399,Amber,Human review,66.0
CLM-003400,Amber,Human review,63.4
CLM-003401,Green,Auto-approved,0.9
CLM-003402,Amber,Human review,25.3
CLM-003403,Green,Auto-approved,2.7
CLM-003404,Red,SIU referral,284.5
CLM-003405,Green,Auto-approved,1.5
CLM-003406,Green,Auto-approved,2.6
CLM-003407,Amber,Human review,70.2
CLM-003408,Amber,Human review,64.5
CLM-003409,Amber,Human review,57.7
CLM-003410,Amber,Human review,29.4
CLM-003411,Green,Auto-approved,1.8
CLM-003412,Green,Auto-approved,1.9
CLM-003413,Amber,Human review,35.7
CLM-003414,Amber,Human review,41.4
CLM-003415,Green,Auto-approved,2.0
CLM-003416,Amber,Human review,77.4
CLM-003417,Green,Auto-approved,1.2
CLM-003418,Amber,Human review,63.5
CLM-003419,Green,Auto-approved,3.1
CLM-003420,Amber,Human review,83.1
CLM-003421,Amber,Human review,76.8
CLM-003422,Amber,Human review,91.4
CLM-003423,Red,SIU referral,157.4
CLM-003424,Amber,Human review,29.6
CLM-003425,Amber,Human review,82.2
CLM-003426,Green,Auto-approved,3.0
CLM-003427,Green,Auto-approved,1.1
CLM-003428,Red,SIU referral,309.3
CLM-003429,Green,Auto-approved,2.8
CLM-003430,Green,Auto-approved,0.8
CLM-003431,Green,Auto-approved,1.2
CLM-003432,Green,Auto-approved,1.6
CLM-003433,Green,Auto-approved,2.7
CLM-003434,Amber,Human review,36.7
CLM-003435,Amber,Human review,91.8
CLM-003436,Green,Auto-approved,2.7
CLM-003437,Green,Auto-approved,3.4
CLM-003438,Amber,Human review,82.2
CLM-003439,Green,Auto-approved,0.6
CLM-003440,Amber,Human review,42.4
CLM-003441,Green,Auto-approved,2.7
CLM-003442,Green,Auto-approved,3.0
CLM-003443,Green,Auto-approved,3.4
CLM-003444,Red,SIU referral,378.8
CLM-003445,Amber,Human review,84.4
CLM-003446,Amber,Human review,91.2
CLM-003447,Green,Auto-approved,1.1
CLM-003448,Amber,Human review,71.9
CLM-003449,Green,Auto-approved,2.0
CLM-003450,Green,Auto-approved,1.9
CLM-003451,Amber,Human review,57.0
CLM-003452,Green,Auto-approved,1.9
CLM-003453,Green,Auto-approved,2.9
CLM-003454,Green,Auto-approved,3.8
CLM-003455,Green,Auto-approved,2.8
CLM-003456,Amber,Human review,67.0
CLM-003457,Green,Auto-approved,1.7
CLM-003458,Green,Auto-approved,2.0
CLM-003459,Amber,Human review,59.8
CLM-003460,Green,Auto-approved,2.0
CLM-003461,Green,Auto-approved,2.2
CLM-003462,Green,Auto-approved,2.3
CLM-003463,Green,Auto-approved,0.6
CLM-003464,Amber,Human review,71.0
CLM-003465,Amber,Human review,84.5
CLM-003466,Green,Auto-approved,1.8
CLM-003467,Green,Auto-approved,0.9
CLM-003468,Amber,Human review,94.8
CLM-003469,Green,Auto-approved,0.9
CLM-003470,Green,Auto-approved,2.4
CLM-003471,Amber,Human review,40.5
CLM-003472,Amber,Human review,61.5
CLM-003473,Amber,Human review,59.0
CLM-003474,Red,SIU referral,348.5
CLM-003475,Red,SIU referral,142.2
CLM-003476,Green,Auto-approved,2.0
CLM-003477,Amber,Human review,41.8
CLM-003478,Amber,Human review,58.8
CLM-003479,Green,Auto-approved,0.9
CLM-003480,Green,Auto-approved,0.9
CLM-003481,Green,Auto-approved,2.1
CLM-003482,Green,Auto-approved,2.1
CLM-003483,Green,Auto-approved,1.1
CLM-003484,Green,Auto-approved,1.4
CLM-003485,Red,SIU referral,331.7
CLM-003486,Green,Auto-approved,2.0
CLM-003487,Green,Auto-approved,2.5
CLM-003488,Green,Auto-approved,2.3
CLM-003489,Amber,Human review,27.5
CLM-003490,Green,Auto-approved,1.7
CLM-003491,Amber,Human review,94.4
CLM-003492,Red,SIU referral,222.4
CLM-003493,Amber,Human review,65.2
CLM-003494,Green,Auto-approved,3.1
CLM-003495,Amber,Human review,87.8
CLM-003496,Amber,Human review,62.4
CLM-003497,Amber,Human review,48.7
CLM-003498,Green,Auto-approved,2.0
CLM-003499,Red,SIU referral,369.5
CLM-003500,Green,Auto-approved,3.4
CLM-003501,Amber,Human review,89.7
CLM-003502,Green,Auto-approved,0.9
CLM-003503,Amber,Human review,90.7
CLM-003504,Green,Auto-approved,0.9
CLM-003505,Green,Auto-approved,2.4
CLM-003506,Red,SIU referral,299.7
CLM-003507,Green,Auto-approved,1.4
CLM-003508,Green,Auto-approved,2.8
CLM-003509,Amber,Human review,62.7
CLM-003510,Green,Auto-approved,3.6
CLM-003511,Green,Auto-approved,1.6
CLM-003512,Amber,Human review,24.9
CLM-003513,Amber,Human review,44.9
CLM-003514,Green,Auto-approved,1.2
CLM-003515,Amber,Human review,36.1
CLM-003516,Red,SIU referral,236.2
CLM-003517,Amber,Human review,40.5
CLM-003518,Green,Auto-approved,2.2
CLM-003519,Amber,Human review,78.2
CLM-003520,Green,Auto-approved,3.0
CLM-003521,Amber,Human review,66.3
CLM-003522,Green,Auto-approved,0.5
CLM-003523,Amber,Human review,69.1
CLM-003524,Red,SIU referral,374.1
CLM-003525,Amber,Human review,54.9
CLM-003526,Amber,Human review,72.3
CLM-003527,Amber,Human review,37.4
CLM-003528,Green,Auto-approved,1.9
CLM-003529,Green,Auto-approved,1.0
CLM-003530,Amber,Human review,68.6
CLM-003531,Green,Auto-approved,2.1
CLM-003532,Amber,Human review,91.7
CLM-003533,Amber,Human review,85.6
CLM-003534,Green,Auto-approved,2.3
CLM-003535,Amber,Human review,27.2
CLM-003536,Green,Auto-approved,0.7
CLM-003537,Green,Auto-approved,3.3
CLM-003538,Green,Auto-approved,3.5
CLM-003539,Green,Auto-approved,3.9
CLM-003540,Green,Auto-approved,2.5
CLM-003541,Green,Auto-approved,0.6
CLM-003542,Green,Auto-approved,2.6
CLM-003543,Green,Auto-approved,3.0
CLM-003544,Green,Auto-approved,2.0
CLM-003545,Amber,Human review,78.1
CLM-003546,Green,Auto-approved,2.8
CLM-003547,Amber,Human review,74.9
CLM-003548,Green,Auto-approved,2.7
CLM-003549,Green,Auto-approved,0.8
CLM-003550,Green,Auto-approved,0.6
CLM-003551,Green,Auto-approved,2.2
CLM-003552,Green,Auto-approved,2.8
CLM-003553,Green,Auto-approved,2.6
CLM-003554,Red,SIU referral,220.3
CLM-003555,Green,Auto-approved,3.3
CLM-003556,Amber,Human review,24.3
CLM-003557,Amber,Human review,45.9
CLM-003558,Red,SIU referral,341.2
CLM-003559,Green,Auto-approved,0.7
CLM-003560,Amber,Human review,94.3
CLM-003561,Amber,Human review,46.2
CLM-003562,Green,Auto-approved,3.6
CLM-003563,Green,Auto-approved,1.6
CLM-003564,Amber,Human review,28.6
CLM-003565,Green,Auto-approved,0.6
CLM-003566,Green,Auto-approved,2.0
CLM-003567,Green,Auto-approved,1.5
CLM-003568,Amber,Human review,56.0
CLM-003569,Amber,Human review,36.7
CLM-003570,Green,Auto-approved,1.9
CLM-003571,Green,Auto-approved,1.1
CLM-003572,Amber,Human review,74.2
CLM-003573,Green,Auto-approved,1.0
CLM-003574,Green,Auto-approved,2.2
CLM-003575,Green,Auto-approved,3.7
CLM-003576,Amber,Human review,29.7
CLM-003577,Amber,Human review,47.4
CLM-003578,Amber,Human review,60.8
CLM-003579,Green,Auto-approved,1.6
CLM-003580,Amber,Human review,92.2
CLM-003581,Green,Auto-approved,1.8
CLM-003582,Green,Auto-approved,2.8
CLM-003583,Green,Auto-approved,2.5
CLM-003584,Red,SIU referral,469.9
CLM-003585,Amber,Human review,45.9
CLM-003586,Green,Auto-approved,1.0
CLM-003587,Amber,Human review,65.5
CLM-003588,Amber,Human review,57.8
CLM-003589,Amber,Human review,70.9
CLM-003590,Green,Auto-approved,1.4
CLM-003591,Green,Auto-approved,1.2
CLM-003592,Green,Auto-approved,3.1
CLM-003593,Green,Auto-approved,3.7
CLM-003594,Amber,Human review,40.8
CLM-003595,Green,Auto-approved,2.7
CLM-003596,Green,Auto-approved,2.4
CLM-003597,Green,Auto-approved,0.8
CLM-003598,Amber,Human review,92.4
CLM-003599,Green,Auto-approved,1.1
CLM-003600,Green,Auto-approved,3.2
CLM-003601,Red,SIU referral,115.4
CLM-003602,Amber,Human review,49.5
CLM-003603,Amber,Human review,63.6
CLM-003604,Green,Auto-approved,3.8
CLM-003605,Amber,Human review,96.0
CLM-003606,Amber,Human review,61.5
CLM-003607,Amber,Human review,51.6
CLM-003608,Green,Auto-approved,2.3
CLM-003609,Amber,Human review,76.9
CLM-003610,Green,Auto-approved,2.2
CLM-003611,Amber,Human review,90.9
CLM-003612,Green,Auto-approved,1.1
CLM-003613,Amber,Human review,82.5
CLM-003614,Amber,Human review,64.6
CLM-003615,Red,SIU referral,470.2
CLM-003616,Amber,Human review,48.4
CLM-003617,Amber,Human review,86.2
CLM-003618,Green,Auto-approved,3.4
CLM-003619,Red,SIU referral,353.6
CLM-003620,Green,Auto-approved,3.8
CLM-003621,Green,Auto-approved,1.3
CLM-003622,Green,Auto-approved,1.0
CLM-003623,Green,Auto-approved,3.7
CLM-003624,Green,Auto-approved,1.3
CLM-003625,Green,Auto-approved,3.3
CLM-003626,Green,Auto-approved,3.0
CLM-003627,Amber,Human review,55.7
CLM-003628,Amber,Human review,63.5
CLM-003629,Green,Auto-approved,3.5
CLM-003630,Amber,Human review,42.9
CLM-003631,Amber,Human review,58.8
CLM-003632,Green,Auto-approved,3.0
CLM-003633,Amber,Human review,93.8
CLM-003634,Green,Auto-approved,2.7
CLM-003635,Green,Auto-approved,1.4
CLM-003636,Green,Auto-approved,1.3
CLM-003637,Amber,Human review,29.1
CLM-003638,Amber,Human review,69.2
CLM-003639,Red,SIU referral,359.5
CLM-003640,Green,Auto-approved,2.1
CLM-003641,Amber,Human review,90.1
CLM-003642,Green,Auto-approved,3.3
CLM-003643,Green,Auto-approved,0.7
CLM-003644,Green,Auto-approved,3.6
CLM-003645,Green,Auto-approved,1.4
CLM-003646,Amber,Human review,25.5
CLM-003647,Green,Auto-approved,2.9
CLM-003648,Amber,Human review,64.5
CLM-003649,Green,Auto-approved,2.3
CLM-003650,Amber,Human review,83.2
CLM-003651,Green,Auto-approved,2.1
CLM-003652,Green,Auto-approved,1.7
CLM-003653,Amber,Human review,30.5
CLM-003654,Green,Auto-approved,2.6
CLM-003655,Green,Auto-approved,1.7
CLM-003656,Green,Auto-approved,0.9
CLM-003657,Green,Auto-approved,2.6
CLM-003658,Green,Auto-approved,1.9
CLM-003659,Green,Auto-approved,3.2
CLM-003660,Amber,Human review,85.0
CLM-003661,Green,Auto-approved,1.2
CLM-003662,Green,Auto-approved,0.8
CLM-003663,Amber,Human review,65.1
CLM-003664,Amber,Human review,31.2
CLM-003665,Amber,Human review,68.0
CLM-003666,Green,Auto-approved,3.0
CLM-003667,Green,Auto-approved,3.9
CLM-003668,Green,Auto-approved,3.8
CLM-003669,Green,Auto-approved,1.7
CLM-003670,Green,Auto-approved,3.9
CLM-003671,Amber,Human review,86.7
CLM-003672,Green,Auto-approved,2.2
CLM-003673,Green,Auto-approved,0.6
CLM-003674,Green,Auto-approved,3.0
CLM-003675,Green,Auto-approved,2.2
CLM-003676,Green,Auto-approved,2.6
CLM-003677,Green,Auto-approved,2.9
CLM-003678,Amber,Human review,32.8
CLM-003679,Green,Auto-approved,1.9
CLM-003680,Green,Auto-approved,1.9
CLM-003681,Green,Auto-approved,2.6
CLM-003682,Green,Auto-approved,3.9
CLM-003683,Green,Auto-approved,3.5
CLM-003684,Green,Auto-approved,3.1
CLM-003685,Green,Auto-approved,1.0
CLM-003686,Green,Auto-approved,3.8
CLM-003687,Green,Auto-approved,2.7
CLM-003688,Green,Auto-approved,2.7
CLM-003689,Green,Auto-approved,3.3
CLM-003690,Green,Auto-approved,1.1
CLM-003691,Green,Auto-approved,0.5
CLM-003692,Green,Auto-approved,2.3
CLM-003693,Red,SIU referral,332.3
CLM-003694,Green,Auto-approved,2.1
CLM-003695,Amber,Human review,26.3
CLM-003696,Green,Auto-approved,0.9
CLM-003697,Amber,Human review,61.7
CLM-003698,Green,Auto-approved,4.0
CLM-003699,Amber,Human review,28.1
CLM-003700,Amber,Human review,66.6
CLM-003701,Amber,Human review,89.1
CLM-003702,Amber,Human review,62.0
CLM-003703,Green,Auto-approved,3.3
CLM-003704,Green,Auto-approved,1.7
CLM-003705,Green,Auto-approved,3.0
CLM-003706,Green,Auto-approved,3.5
CLM-003707,Amber,Human review,35.3
CLM-003708,Amber,Human review,60.1
CLM-003709,Red,SIU referral,295.5
CLM-003710,Green,Auto-approved,1.4
CLM-003711,Green,Auto-approved,3.8
CLM-003712,Green,Auto-approved,3.7
CLM-003713,Amber,Human review,29.2
CLM-003714,Green,Auto-approved,1.5
CLM-003715,Green,Auto-approved,1.1
CLM-003716,Green,Auto-approved,1.0
CLM-003717,Green,Auto-approved,3.9
CLM-003718,Green,Auto-approved,3.2
CLM-003719,Green,Auto-approved,2.5
CLM-003720,Green,Auto-approved,3.4
CLM-003721,Green,Auto-approved,1.3
CLM-003722,Green,Auto-approved,3.4
CLM-003723,Green,Auto-approved,1.3
CLM-003724,Green,Auto-approved,3.5
CLM-003725,Green,Auto-approved,0.6
CLM-003726,Green,Auto-approved,1.4
CLM-003727,Green,Auto-approved,0.5
CLM-003728,Amber,Human review,55.8
CLM-003729,Amber,Human review,34.0
CLM-003730,Green,Auto-approved,2.7
CLM-003731,Green,Auto-approved,2.6
CLM-003732,Amber,Human review,31.5
CLM-003733,Amber,Human review,89.7
CLM-003734,Green,Auto-approved,1.3
CLM-003735,Green,Auto-approved,1.6
CLM-003736,Amber,Human review,34.3
CLM-003737,Green,Auto-approved,2.6
CLM-003738,Amber,Human review,40.5
CLM-003739,Amber,Human review,44.4
CLM-003740,Amber,Human review,69.6
CLM-003741,Green,Auto-approved,1.8
CLM-003742,Green,Auto-approved,3.8
CLM-003743,Red,SIU referral,247.1
CLM-003744,Green,Auto-approved,2.3
CLM-003745,Amber,Human review,30.1
CLM-003746,Green,Auto-approved,1.5
CLM-003747,Green,Auto-approved,2.7
CLM-003748,Green,Auto-approved,1.1
CLM-003749,Green,Auto-approved,0.6
CLM-003750,Green,Auto-approved,3.9
CLM-003751,Amber,Human review,31.3
CLM-003752,Green,Auto-approved,0.7
CLM-003753,Amber,Human review,84.7
CLM-003754,Green,Auto-approved,2.2
CLM-003755,Green,Auto-approved,2.5
CLM-003756,Green,Auto-approved,3.1
CLM-003757,Amber,Human review,58.4
CLM-003758,Red,SIU referral,452.1
CLM-003759,Green,Auto-approved,1.0
CLM-003760,Amber,Human review,45.0
CLM-003761,Amber,Human review,46.0
CLM-003762,Green,Auto-approved,3.1
CLM-003763,Green,Auto-approved,1.6
CLM-003764,Green,Auto-approved,3.1
CLM-003765,Green,Auto-approved,1.5
CLM-003766,Red,SIU referral,112.2
CLM-003767,Green,Auto-approved,1.0
CLM-003768,Green,Auto-approved,2.1
CLM-003769,Amber,Human review,40.0
CLM-003770,Green,Auto-approved,1.5
CLM-003771,Green,Auto-approved,0.9
CLM-003772,Green,Auto-approved,2.2
CLM-003773,Green,Auto-approved,1.5
CLM-003774,Amber,Human review,83.9
CLM-003775,Green,Auto-approved,2.3
CLM-003776,Amber,Human review,51.5
CLM-003777,Green,Auto-approved,1.7
CLM-003778,Amber,Human review,87.8
CLM-003779,Amber,Human review,54.1
CLM-003780,Green,Auto-approved,3.6
CLM-003781,Amber,Human review,88.8
CLM-003782,Amber,Human review,46.6
CLM-003783,Green,Auto-approved,3.3
CLM-003784,Green,Auto-approved,2.9
CLM-003785,Green,Auto-approved,3.1
CLM-003786,Green,Auto-approved,4.0
CLM-003787,Green,Auto-approved,3.9
CLM-003788,Green,Auto-approved,3.8
CLM-003789,Amber,Human review,91.9
CLM-003790,Red,SIU referral,444.5
CLM-003791,Amber,Human review,89.3
CLM-003792,Amber,Human review,83.6
CLM-003793,Green,Auto-approved,3.4
CLM-003794,Amber,Human review,91.0
CLM-003795,Green,Auto-approved,2.8
CLM-003796,Red,SIU referral,393.3
CLM-003797,Green,Auto-approved,2.9
CLM-003798,Green,Auto-approved,2.0
CLM-003799,Green,Auto-approved,2.0
CLM-003800,Green,Auto-approved,3.1
CLM-003801,Green,Auto-approved,1.2
CLM-003802,Green,Auto-approved,1.2
CLM-003803,Green,Auto-approved,2.2
CLM-003804,Amber,Human review,68.6
CLM-003805,Green,Auto-approved,1.8
CLM-003806,Amber,Human review,40.9
CLM-003807,Green,Auto-approved,1.3
CLM-003808,Green,Auto-approved,1.9
CLM-003809,Amber,Human review,26.7
CLM-003810,Red,SIU referral,230.8
CLM-003811,Green,Auto-approved,2.9
CLM-003812,Green,Auto-approved,1.6
CLM-003813,Green,Auto-approved,0.6
CLM-003814,Amber,Human review,94.7
CLM-003815,Green,Auto-approved,3.2
CLM-003816,Amber,Human review,89.5
CLM-003817,Green,Auto-approved,1.7
CLM-003818,Green,Auto-approved,2.3
CLM-003819,Amber,Human review,32.6
CLM-003820,Green,Auto-approved,3.7
CLM-003821,Green,Auto-approved,1.7
CLM-003822,Red,SIU referral,100.8
CLM-003823,Green,Auto-approved,3.4
CLM-003824,Green,Auto-approved,3.2
CLM-003825,Red,SIU referral,152.7
CLM-003826,Green,Auto-approved,1.7
CLM-003827,Amber,Human review,88.6
CLM-003828,Green,Auto-approved,1.8
CLM-003829,Green,Auto-approved,3.6
CLM-003830,Green,Auto-approved,2.4
CLM-003831,Green,Auto-approved,3.1
CLM-003832,Amber,Human review,76.7
CLM-003833,Green,Auto-approved,3.0
CLM-003834,Amber,Human review,44.0
CLM-003835,Green,Auto-approved,3.6
CLM-003836,Green,Auto-approved,0.9
CLM-003837,Amber,Human review,24.8
CLM-003838,Green,Auto-approved,4.0
CLM-003839,Green,Auto-approved,1.7
CLM-003840,Green,Auto-approved,2.0
CLM-003841,Amber,Human review,87.5
CLM-003842,Green,Auto-approved,2.7
CLM-003843,Green,Auto-approved,1.9
CLM-003844,Green,Auto-approved,3.6
CLM-003845,Green,Auto-approved,1.4
CLM-003846,Green,Auto-approved,1.9
CLM-003847,Amber,Human review,36.5
CLM-003848,Amber,Human review,69.7
CLM-003849,Green,Auto-approved,1.7
CLM-003850,Amber,Human review,52.1
CLM-003851,Green,Auto-approved,1.4
CLM-003852,Amber,Human review,85.9
CLM-003853,Amber,Human review,37.0
CLM-003854,Green,Auto-approved,1.5
CLM-003855,Green,Auto-approved,1.4
CLM-003856,Red,SIU referral,304.7
CLM-003857,Amber,Human review,25.9
CLM-003858,Amber,Human review,57.1
CLM-003859,Green,Auto-approved,1.6
CLM-003860,Green,Auto-approved,2.2
CLM-003861,Green,Auto-approved,2.0
CLM-003862,Red,SIU referral,158.4
CLM-003863,Amber,Human review,31.3
CLM-003864,Amber,Human review,92.5
CLM-003865,Green,Auto-approved,2.2
CLM-003866,Red,SIU referral,358.3
CLM-003867,Amber,Human review,78.9
CLM-003868,Amber,Human review,27.4
CLM-003869,Green,Auto-approved,2.9
CLM-003870,Amber,Human review,64.7
CLM-003871,Green,Auto-approved,1.1
CLM-003872,Red,SIU referral,187.6
CLM-003873,Amber,Human review,58.4
CLM-003874,Red,SIU referral,346.9
CLM-003875,Green,Auto-approved,2.8
CLM-003876,Green,Auto-approved,2.6
CLM-003877,Amber,Human review,38.2
CLM-003878,Amber,Human review,61.2
CLM-003879,Green,Auto-approved,1.5
CLM-003880,Green,Auto-approved,3.0
CLM-003881,Amber,Human review,60.0
CLM-003882,Amber,Human review,31.9
CLM-003883,Amber,Human review,86.2
CLM-003884,Green,Auto-approved,2.9
CLM-003885,Green,Auto-approved,3.7
CLM-003886,Green,Auto-approved,2.5
